pipes_cistern_prob1,"https://119vod-adaptive.akamaized.net/exp=1585820477~acl=%2Fa6124ac5-55ee-43c7-92c8-0e555a009abe%2F%2A~hmac=abe137d4a858d2064093b2db8772ee761b965dddad84e7ec1a62d992dc825d85/a6124ac5-55ee-43c7-92c8-0e555a009abe/sep/video/144c4105,4d6f9e57,ccbf7ed7,0a7696d8/master.json?base64_init=1"
number_series_intro,"https://126vod-adaptive.akamaized.net/exp=1585815808~acl=%2F331641125%2F%2A~hmac=890854054020a98e99a16b86ab2ed93c68d6b4a94bb27594d449036f656eb2bc/331641125/sep/video/1304410355,1304410346,1304410345,1304410343,1304410342/master.json?base64_init=1"
number_series_intro_prob1,"https://skyfire.vimeocdn.com/1585812452-0x93b559662d8ac8ca1694e1ac0f6044eda56c55b4/331641186/sep/video/1304410509,1304410505,1304410504,1304410503,1304410502/master.json?base64_init=1"
number_series_prevpro,"https://skyfire.vimeocdn.com/1585813894-0x11ac96af54e0e131252de673a16bfd38f3cf0b53/331641220/sep/video/1304410763,1304410761,1304410759,1304410756,1304410755/master.json?base64_init=1"
Geometry_basics_intro,"https://skyfire.vimeocdn.com/1585811685-0x5c8769e0183fe2c69d082d0b44af38bbc95caf63/aa4fac86-3515-4111-9dfb-49bb1be47da4/sep/video/06e13f51,151670c3,9040a9f3,a68abe3b/master.json?base64_init=1"
Geometry_basics_typesofangles,"https://174vod-adaptive.akamaized.net/exp=1585811890~acl=%2F20415499-731c-4fa8-b981-b20c0ac39c1d%2F%2A~hmac=75b364e62ce3c405448be54972a9e24cc9a8f506239e3f8d9fc742be320eab0b/20415499-731c-4fa8-b981-b20c0ac39c1d/sep/video/03e4ec46,83e21afb,914a47fa,c19bbbff/master.json?base64_init=1"
Geometry_basics_geometry,"https://185vod-adaptive.akamaized.net/exp=1585811775~acl=%2F599c9ad3-cbde-4f51-a9e1-e6b17618a5d8%2F%2A~hmac=ae97fe6dea70429a0f8e8471c257942b55bbf4b558257f83f9e48583942a4ddb/599c9ad3-cbde-4f51-a9e1-e6b17618a5d8/sep/video/5727834b,c3860ae7,c4c5491e,fe7fcfea/master.json?base64_init=1"
Geometry_basics_triangles,"https://skyfire.vimeocdn.com/1585811803-0xea27393c34bf939ce0d4f6702246e2ee83c0c541/5fc9bf85-e134-4fee-88de-29ebc798a0b9/sep/video/9024a5c0,b640b288,f4552c41,2fafa629/master.json?base64_init=1"
Geometry_basics_triangles_important_rules,"https://109vod-adaptive.akamaized.net/exp=1585811849~acl=%2F4d150321-1ae2-42ee-97ec-6358e849afa4%2F%2A~hmac=f5daecc4a40df7bf094c8fcfe71677451f682b12d3641ba45e1bb59afaeae947/4d150321-1ae2-42ee-97ec-6358e849afa4/sep/video/0acdb6a4,1a1158b9,2fe0f660,b6a0460e/master.json?base64_init=1"
Geometry_basics_triangles_important_theorms,"https://141vod-adaptive.akamaized.net/exp=1585811888~acl=%2Ff29983a4-b5c4-427d-8fc2-4ff6ec80c20c%2F%2A~hmac=1277756672259b09df047647eb481318af01e72911252610cd22d0aec7be4b93/f29983a4-b5c4-427d-8fc2-4ff6ec80c20c/sep/video/2f47981d,3d4ebfda,bd0ca80a,05daa4ca/master.json?base64_init=1"
Geometry_basics_triangles_similarities,"https://skyfire.vimeocdn.com/1585811924-0x54bbdbeaaaf3d235123d64cbd005164d9ebf1bc1/39f2f6bc-6dd6-476a-9daf-30278720fa95/sep/video/0ee9ed0a,56d8623e,a2ef1e4f,ad00f6cb/master.json?base64_init=1"
Geometry_basics_triangles_usefulresuts,"https://skyfire.vimeocdn.com/1585811944-0x18e4997534bf7dfde9292e6b3ab2fb8d390d1d57/e550b687-f09c-4bab-97f4-37aa4d22a59a/sep/video/12383a46,58658c9c,a2c949da,00bcb8dd/master.json?base64_init=1"
Geometry_basics_triangles_solvedprob1,"https://1vod-adaptive.akamaized.net/exp=1585817602~acl=%2Fbf8eed55-07b7-423f-92be-1b9af18af2f8%2F%2A~hmac=fd768d12fd888673f6a53a400ce9548ca3ae36293e2835eaa600d7807269ce0f/bf8eed55-07b7-423f-92be-1b9af18af2f8/sep/video/38e5341a,40126c4f,95985226,d9e97a73/master.json?base64_init=1"
Geometry_basics_triangles_solvedprob2,"https://skyfire.vimeocdn.com/1585812018-0xed307c3ab6423957563df939e1b92153ce72e121/a39d8062-e880-486d-81bb-e6ba6b7a4305/sep/video/62170984,6eb904d3,93a64bdc,cd5947d4/master.json?base64_init=1"
